Movie Roll Num	MOVIE_NAME_IMDB	TRIVIA	INTERESTED	VOTED	LIKENESS_RATIO	CLASS	FOG	GRADE	superPOS	Contradict	PERSON	ORGANIZATION	DATE	LOCATION	MONEY	TIME	ALL_LINKABLE_ENTITIES_PRESENT	ROOT_WORDS	SUBJECT_WORDS	UNDER_ROOT_WORDS
1	Guardians of the Galaxy (2014) 	"Chris Pratt went on a very strict training regimen and diet for 6 months and dropped another 60 pounds eventually getting a six pack for his shirtless scenes. Chris Pratt said that it was a lot of hard work, almost 'torturous', but when he was filming his shirtless scenes and saw the playback on the monitor, he felt the effort was well worth it and he was ""extremely excited to see the best possible physical version of himself"".  "	879	909	0.9669967	1	31.2	2	1	1	4	0	0	0	2	0	entity_Cast entity_Character 	root_go root_say 	subj_entity_Cast subj_he subj_effort subj_it 	underRoot_entity_Cast underRoot_unlinked_DURATION 
1	Guardians of the Galaxy (2014) 	"The soundtrack album ""Awesome Mix, Vol. 1"" reached number one on the US Billboard 200 chart, the first film soundtrack ever to reach number one without a single original song.  "	784	791	0.991150442	1	12	4	0	0	0	0	0	1	0	0	entity_Character 	root_mix root_entity_Character 	subj_album 	
1	Guardians of the Galaxy (2014) 	"When Vin Diesel started recording his lines for Groot, he was pleasantly surprised to find himself working with an old friend, Doc Kane, the sound technician he'd worked with on The Iron Giant (1999).  "	776	807	0.961586121	1	13.6	2	0	0	4	0	1	0	0	0	entity_Cast 	root_surprise 	subj_entity_Cast subj_he subj_himself 	
1	Guardians of the Galaxy (2014) 	"Joel Edgerton, Eddie Redmayne, Jensen Ackles, Lee Pace, Wes Bentley, Jack Huston, Cam Gigandet, Sullivan Stapleton, Logan Marshall-Green, Garrett Hedlund, Chris Lowell, James Marsden, Jim Sturgess, Joseph Gordon-Levitt, Aaron Paul, Michael Rosenbaum, Glenn Howerton and John Krasinski auditioned and screen tested for the role of Peter Quill/Star Lord.  "	691	741	0.932523617	1	19.2	2	0	0	34	0	0	2	0	0	entity_Cast entity_Directed_by entity_Produced_by entity_Character entity_Writing_Credits 	root_unlinked_PERSON 	subj_unlinked_PERSON 	underRoot_unlinked_PERSON underRoot_entity_Cast underRoot_unlinked_LOCATION 
1	Guardians of the Galaxy (2014) 	Bradley Cooper cited Tommy DeVito (Joe Pesci's character in Goodfellas (1990)) as an influence on Rocket Racoon's voice.  	660	684	0.964912281	1	7.2	2	0	0	6	0	1	0	0	0	entity_Cast entity_Character 	root_cite 	subj_entity_Cast 	underRoot_entity_Cast underRoot_unlinked_PERSON 
1	Guardians of the Galaxy (2014) 	"Director James Gunn has confirmed, via Twitter, that Peter Quill's ship in the film is named The Milano after Alyssa Milano, Peter Quill's childhood crush.  "	628	639	0.982785603	1	10	3	0	0	8	0	0	0	0	0	entity_Cast entity_Directed_by entity_Character entity_Writing_Credits 	root_confirm 	subj_entity_Cast subj_entity_Directed_by subj_entity_Writing_Credits subj_ship 	underRoot_entity_Cast underRoot_entity_Directed_by underRoot_entity_Writing_Credits underRoot_unlinked_MISC 
1	Guardians of the Galaxy (2014) 	"Director James Gunn didn't want to see Chris Pratt auditioning. He was convinced later by his assistant, at the end of the auditions. After Pratt read for 30 seconds, Gunn stated that then he knew that Pratt was perfect for the role.  "	620	632	0.981012658	1	16.8	3	0	0	7	0	0	0	0	0	entity_Cast entity_Directed_by entity_Writing_Credits 	root_want root_convinced root_state 	subj_entity_Cast subj_entity_Directed_by subj_entity_Writing_Credits subj_he 	underRoot_entity_Cast underRoot_entity_Directed_by underRoot_entity_Writing_Credits 
1	Guardians of the Galaxy (2014) 	Chris Pratt cites heroes Han Solo and Marty McFly as influences on his performance as Star-Lord.  	609	617	0.987034036	1	6.4	3	0	0	4	0	0	0	0	0	entity_Cast 	root_cite 	subj_entity_Cast 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"James Gunn compared the Avengers and the Guardians to music bands: ""The Avengers are like the Beatles, but the Guardians are like the Rolling Stones!""  "	597	631	0.946117274	1	10	2	0	1	2	1	0	0	0	0	entity_Cast entity_Directed_by entity_Writing_Credits 	root_entity_Cast root_entity_Directed_by root_entity_Writing_Credits 	subj_avengers subj_unlinked_MISC 	underRoot_entity_Cast underRoot_entity_Directed_by underRoot_entity_Writing_Credits 
1	Guardians of the Galaxy (2014) 	Zoe Saldana wanted to portray Gamora through makeup rather than computer-generated imagery or performance capture.  	584	596	0.979865772	1	6	3	0	1	3	0	0	0	0	0	entity_Cast entity_Character 	root_want 	subj_entity_Cast 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"Prior to release, Bill Mantlo, the comic book writer who created Rocket Raccoon and has been permanently institutionalized since a crippling traffic accident in 1992, was granted a private screening by Marvel Entertainment and Walt Disney Pictures. According to his brother, Michael Mantlo, Bill was pleased with the adaptation (which credits him by name as the character's creator) and considered the occasion a happy day for himself and his family.  "	579	590	0.981355932	1	28	3	0	0	5	5	1	0	0	0	entity_Cast entity_Character 	root_grant root_please 	subj_who subj_unlinked_PERSON 	underRoot_unlinked_ORGANIZATION underRoot_unlinked_PERSON 
1	Guardians of the Galaxy (2014) 	"To prepare for the role of Nebula, Karen Gillan shaved her head.  "	574	608	0.944078947	1	4.8	2	0	0	2	0	0	0	0	0	entity_Cast 	root_shave 	subj_entity_Cast 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"Adam Sandler, David Tennant, Sharlto Copley, Jim Carrey and H. Jon Benjamin were considered to voice Rocket Raccoon.  "	556	600	0.926666667	1	7.2	2	0	0	11	0	0	0	0	0	entity_Cast entity_Produced_by entity_Character 	root_consider 	subj_unlinked_PERSON 	underRoot_unlinked_PERSON 
1	Guardians of the Galaxy (2014) 	"Benicio Del Toro's uncredited cameo as The Collector in ""Thor: The Dark World (2013)"" was written to set the stage for the film.  "	535	553	0.967450271	1	9.2	2	0	0	3	0	1	0	0	0	entity_Cast entity_Character 	root_write 	subj_cameo 	
1	Guardians of the Galaxy (2014) 	Nathan Fillion is the blue alien that Groot picks up by the nostrils during the arrival scene in the Kyln.  	527	561	0.939393939	1	8	2	0	0	2	0	0	0	0	0	entity_Cast entity_Character 	root_alien 	subj_entity_Cast subj_groot 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"Chris Pratt and Dave Bautista spent two and a half months training and rehearsing for their fight scene. On the Friday night before the Monday they were scheduled to film the scene, director James Gunn decided that the fight wouldn't work on camera, so he scrapped the entire fight sequence they had been practicing. Gunn also decided that he wanted the entire fight to be filmed in one long shot with no cuts. As a result, Pratt and Bautista only had a few hours to learn the choreography for the fight sequence that is in the movie. According to Bautista, it took them 22 takes to get it right on film.  "	516	530	0.973584906	1	44.4	2	0	0	10	0	2	0	0	2	entity_Cast entity_Directed_by entity_Character entity_Writing_Credits 	root_spend root_schedule root_decide root_have root_take 	subj_entity_Cast subj_they subj_entity_Directed_by subj_entity_Writing_Credits subj_fight subj_he subj_that subj_it subj_unlinked_NUMBER 	underRoot_entity_Cast underRoot_unlinked_NUMBER underRoot_unlinked_TIME underRoot_entity_Directed_by underRoot_entity_Writing_Credits underRoot_unlinked_DURATION 
1	Guardians of the Galaxy (2014) 	"Drax's comment about Groot's ability to release ""fireflies"", ""When did you learn to do that?"" is an inside joke, as Groot has never shown this ability in the comic books.  "	489	494	0.989878543	1	12	3	0	0	1	0	0	0	0	0	entity_Character 	root_comment root_joke 	subj_you subj_groot 	underRoot_entity_Character 
1	Guardians of the Galaxy (2014) 	"The mid-credits scene where Groot dances to ""I Want You Back"" was animated using footage of James Gunn dancing privately to the song.  "	427	432	0.988425926	1	9.2	3	0	0	2	0	0	0	0	0	entity_Cast entity_Directed_by entity_Character entity_Writing_Credits 	root_animated 	subj_dance subj_scene 	
1	Guardians of the Galaxy (2014) 	"According to James Gunn, the film's soundtrack is composed mainly of 1970s-80s songs as they are part of Quill's memories of Earth: ""The music and is one of those touchstones that we have to remind us that Quill is a real person from planet Earth who's just like you and me, except that he's in this big outer space adventure.""  "	425	440	0.965909091	1	24	2	0	0	4	0	0	0	0	0	entity_Cast entity_Directed_by entity_Character entity_Writing_Credits 	root_compose 	subj_soundtrack subj_they subj_we subj_entity_Character subj_who subj_he 	underRoot_entity_Character underRoot_entity_Cast underRoot_entity_Directed_by underRoot_entity_Writing_Credits 
1	Guardians of the Galaxy (2014) 	"The Avengers director Joss Whedon, who signed a deal to creatively consult on all of the Marvel Cinematic Universe films, was enthusiastic about the selection of James Gunn to direct.  "	404	424	0.952830189	1	12	2	0	0	4	1	0	0	0	0	entity_Cast entity_Directed_by entity_Writing_Credits 	root_enthusiastic 	subj_who subj_unlinked_PERSON 	underRoot_unlinked_PERSON 
1	Guardians of the Galaxy (2014) 	"Rocket (voiced by Bradley Cooper) makes fun of Quill's knapsack, calling it a purse. In The Hangover (2009), Bradley Cooper (Phil) makes fun of Alan's satchel, calling it a purse.  "	388	418	0.928229665	1	12	2	0	0	7	0	1	0	0	0	entity_Cast 	root_make 	subj_rocket subj_entity_Cast 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"Djimon Hounsou auditioned for the role of Drax and Lee Pace auditioned for Peter Quill/Star Lord. Both were later cast as the villains. Hounsou said that after he saw Dave Bautista and how ripped he was, he knew why he wasn't cast and admitted that Bautista was the perfect choice for the role.  "	382	391	0.976982097	1	21.2	3	0	0	10	0	0	0	0	0	entity_Cast entity_Produced_by entity_Character 	root_entity_Cast root_cast root_say 	subj_entity_Cast subj_both subj_he 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"Benicio Del Toro described the Collector as ""Liberace in outer space.""  "	372	389	0.956298201	1	4.4	2	0	0	3	0	0	0	0	0	entity_Cast entity_Character 	root_describe 	subj_entity_Cast 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"While devising a plan to stop Ronan, Quill says he has ""12% of a plan"" - the same percentage of credit Tony Stark give Pepper for the planning of Stark Tower in The Avengers (2012)  "	340	365	0.931506849	1	14	2	0	0	2	0	1	0	0	0	entity_Character 	root_say 	subj_entity_Character subj_he subj_percentage 	underRoot_entity_Character 
1	Guardians of the Galaxy (2014) 	"In the unreleased trailer shown at the 2013 Comic-Con and D23 Expo, Peter Quill giving the finger to the Nova Corps officers was not blurred and did not have the ""Obscene Gesture Alert"" graphic. This was intentionally added in the official trailer for general audiences.  "	327	346	0.945086705	1	18	2	0	0	2	1	1	0	0	0	entity_Cast entity_Character 	root_blur root_add 	subj_entity_Character subj_alert subj_this 	underRoot_entity_Character 
1	Guardians of the Galaxy (2014) 	"Chris Pratt said that a shirtless ""selfie"" of himself from during the filming of Zero Dark Thirty (2012) won him the role of Star Lord in this film. On a talk show that Pratt was attending, he had released a photo of himself in his underwear, flexing and showing off an excessively ripped and muscular body. It was that photo which convinced the film-makers of this film that he could actually get in shape and play a superhero. During final meetings, they brought out that picture of him and asked him if he could get that physique again. He promised them he could and actually surpassed it with an even more rigorous eight month training schedule.  "	326	344	0.947674419	1	46.4	2	0	1	3	0	1	0	0	0	entity_Cast 	root_say root_release root_photo root_bring root_promise 	subj_entity_Cast subj_selfie subj_he subj_which subj_it subj_they 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"The Guardians of the Galaxy is primarily based on the 2008 comic team (Star-Lord, Gamora, Drax, Rocket Raccoon and Groot), but features Yondu, a member of the original 1969 comic team, as an ally.  "	323	336	0.961309524	1	13.6	2	0	1	1	0	2	1	0	0	entity_Character 	root_base 	subj_unlinked_MISC 	underRoot_unlinked_MISC 
1	Guardians of the Galaxy (2014) 	"The cassette player used by Peter Quill was the Sony TPS-L2. It was the first personal cassette player released in 1979. It was originally called the ""Soundabout"", then changed to ""Walkman"".  "	316	324	0.975308642	1	12.4	3	0	0	2	1	1	0	0	0	entity_Cast entity_Character 	root_tps-l2 root_player root_change 	subj_player subj_it subj_then 	underRoot_unlinked_ORGANIZATION underRoot_unlinked_ORDINAL 
1	Guardians of the Galaxy (2014) 	The first non-Avengers Marvel property developed by Walt Disney Pictures.  	315	348	0.905172414	1	4	2	0	0	0	3	0	0	0	0		root_develop 	subj_property 	underRoot_unlinked_ORGANIZATION 
1	Guardians of the Galaxy (2014) 	"The Collector's residence in the film is the space station Knowhere. In the comics, Knowhere is the base of the Guardians of the Galaxy.  "	308	316	0.974683544	1	9.6	2	0	0	1	0	0	0	0	0	entity_Character 	root_knowhere root_base 	subj_residence subj_entity_Character 	underRoot_entity_Character underRoot_unlinked_MISC 
1	Guardians of the Galaxy (2014) 	All of the Guardians have a near death experience: Drax drowns but is rescued by GrootGamora freezes and nearly dies in space until Star-Lord saves herRocket crashes a ship through Ronan's ship and is knocked outGroot explodes but grows backand Star-Lord grabs the Infinity Gem and is shown to be in massive painuntil the other Guardians help him.  	306	324	0.944444444	1	23.2	2	0	2	1	0	0	0	0	0	entity_Character 	root_freeze 	subj_all subj_he subj_star-lord subj_outgroot 	
1	Guardians of the Galaxy (2014) 	"Director James Gunn cites Iron Man (2008) as an influence on the film: ""we are starting Phase 2 of the Marvel Cinematic Universe. This is Marvel Cosmic. And we're doing exactly what they did with the first Iron Man film.""  "	302	319	0.946708464	1	16	2	0	0	2	0	1	0	0	0	entity_Cast entity_Directed_by entity_Character entity_Writing_Credits 	root_cite root_cosmic root_do 	subj_entity_Cast subj_entity_Directed_by subj_entity_Writing_Credits subj_we subj_this subj_they 	underRoot_entity_Cast underRoot_entity_Directed_by underRoot_entity_Writing_Credits underRoot_entity_Character 
1	Guardians of the Galaxy (2014) 	Features the first onscreen appearance of a Celestial's severed head. The Celestials are an ancient race of godlike beings who watch over and change the universe for both good and evil.  	274	286	0.958041958	1	12.4	2	0	0	0	0	0	0	0	0		root_feature root_race 	subj_unlinked_MISC subj_who 	underRoot_unlinked_MISC 
1	Guardians of the Galaxy (2014) 	"Olivia Wilde turned down the role of Gamora, while Gina Carano, Rachel Nichols and Adrianne Palicki auditioned before the role went to Zoe Saldana.  "	274	300	0.913333333	1	9.6	2	0	0	10	0	0	1	0	0	entity_Cast 	root_turn 	subj_unlinked_PERSON subj_role 	underRoot_unlinked_PERSON 
1	Guardians of the Galaxy (2014) 	Gamora (Zoe Saldana) says she doesn't dance. Saldana is in fact a professionally trained ballerina.  	273	290	0.94137931	1	6	2	0	0	3	0	0	0	0	0	entity_Cast entity_Character 	root_say root_ballerina 	subj_gamora subj_she subj_entity_Cast 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	The film is to set the 2nd phase in the cinematic Marvel universe.  	269	295	0.911864407	1	5.2	2	0	0	0	0	0	0	0	0	entity_Character 	root_be 	subj_film 	
1	Guardians of the Galaxy (2014) 	"In the film, Ronan the Accuser is an admiral serving under Thanos. This combines his classic Marvel comics portrayal (a top-ranking military governor) with his Marvel Ultimate comics portrayal (an ally of Thanos).  "	265	280	0.946428571	1	13.2	2	0	0	2	0	0	0	0	0	entity_Cast entity_Character 	root_admiral root_combine 	subj_unlinked_MISC subj_this 	underRoot_unlinked_MISC 
1	Guardians of the Galaxy (2014) 	"The trailer featured several bits and pieces (and lots of dialogue) of scenes, which then didn't appear in the completed film, such as Zoe Saldana seen topless from behind.  "	256	266	0.962406015	1	11.6	2	0	0	2	0	0	0	0	0	entity_Cast 	root_feature 	subj_trailer subj_which 	
1	Guardians of the Galaxy (2014) 	"Adam Warlock was featured in the screenplay as a cameo at the end of the film. This idea was cut from the script, but Adam's cocoon appears as one of the Collector's possessions, and is shown damaged and empty in the post-credits scene.  "	247	266	0.928571429	1	17.2	2	0	1	3	0	0	0	0	0	entity_Character 	root_feature root_cut 	subj_unlinked_PERSON subj_idea subj_cocoon 	underRoot_unlinked_PERSON 
1	Guardians of the Galaxy (2014) 	"In the comic book, Peter Quill was born to a human mother and an alien father and assumed his mantle of Star-Lord, an interplanetary policeman. In the film, Peter Quill/Star Lord was born in the late 1970s or early 1980s, also to a human mother but not knowing of his father's true (alien) identity. He then gets abducted and raised by a group of interstellar thieves and smugglers called The Ravagers.  "	247	259	0.953667954	1	28.4	2	0	1	5	0	2	0	0	0	entity_Cast entity_Character 	root_bear root_get 	subj_entity_Character subj_unlinked_PERSON subj_he 	underRoot_entity_Character underRoot_unlinked_PERSON underRoot_unlinked_DATE 
1	Guardians of the Galaxy (2014) 	Djimon Hounsou found his costume and make-up as Korath very uncomfortable and rigid. He channeled this discomfort into his action sequences.  	222	233	0.9527897	1	8.4	2	0	0	3	0	0	0	0	0	entity_Cast entity_Character 	root_entity_Cast root_channel 	subj_entity_Cast subj_he 	
1	Guardians of the Galaxy (2014) 	The Guardians of the Galaxy was first published in January 1969 with a different team; the new one is also composed of characters that existed in Marvel Comics even before the first Star Wars movie: Star-Lord appeared in Marvel Preview #4 (Jan. 1976)Rocket Raccoon appeared in Marvel Preview #7 (Summer 1976)Gamora appeared in Strange Tales #180 (June 1975)Drax the Destroyer appeared in Iron Man #55 (Feb. 1973)Groot appeared in in Tales to Astonish #13 (November 1960).  	222	235	0.944680851	1	30.4	2	0	1	1	0	12	0	10	0	entity_Character 	root_appear 	subj_unlinked_MISC subj_entity_Character subj_that subj_movie subj_raccoon subj_unlinked_MONEY subj_destroyer subj_groot 	underRoot_unlinked_MONEY 
1	Guardians of the Galaxy (2014) 	"It took makeup artists 5 hours daily to do makeup and apply 18 prosthetic tattoo pieces onto Dave Bautista. Chris Pratt revealed that during the process, Bautista stood the entire time, with hands holding onto rails that had tennis balls on them with no complaints whatsoever. Eventually the process was narrowed down to an average of 3 hours, at one time just below the average, while 90 minutes were required to remove the makeup.  "	217	223	0.97309417	1	29.6	2	0	0	5	0	0	0	0	0	entity_Cast entity_Character 	root_take root_reveal root_narrow 	subj_it subj_entity_Cast subj_that subj_unlinked_DURATION subj_process 	underRoot_unlinked_DURATION underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"At one point, Quill calls Rocket ""Ranger Rick"" - a reference to a 70s/80s children's magazine that featured a cartoon raccoon with that name.  "	213	219	0.97260274	1	9.6	2	0	0	1	0	0	0	0	0	entity_Character 	root_call 	subj_entity_Character subj_rocket subj_that 	underRoot_entity_Character 
1	Guardians of the Galaxy (2014) 	"Yondu's primary weapon is a sentient arrow. In the comics, Yondu was an archer.  "	213	219	0.97260274	1	5.6	2	0	0	2	0	0	0	0	0	entity_Character 	root_arrow root_archer 	subj_weapon subj_entity_Character 	underRoot_entity_Character 
1	Guardians of the Galaxy (2014) 	"Jason Momoa auditioned and was offered the role of Drax the Destroyer, but turned down the role because he didn't want himself to be pigeonholed as a brute by the audience (having played several action roles) and to free himself up to direct Road to Paloma (2014).  "	206	230	0.895652174	1	18.8	2	0	1	2	0	1	1	0	0	entity_Character 	root_audition 	subj_unlinked_PERSON subj_he 	underRoot_unlinked_PERSON 
1	Guardians of the Galaxy (2014) 	Rocket Raccoon was modeled on a raccoon living in the UK named Oreo.  	205	209	0.980861244	1	5.2	3	0	0	0	0	0	1	0	0	entity_Character 	root_name 	subj_raccoon subj_oreo 	
1	Guardians of the Galaxy (2014) 	"James Gunn reasoned that the usage of songs from the 70s would help grounding to reality and providing fun juxtaposition. In an interview, he revealed that he had compiled a list of hit songs that appear in the Billboard charts within that decade and narrowed it down to 120 to be considered for use in the film. It helped Gunn entirely throughout production as some scenes were either filmed around the music played on background or it served as inspiration for him to write a scene around the track.  "	197	202	0.975247525	1	35.6	3	0	0	3	0	0	0	0	0	entity_Cast entity_Directed_by entity_Writing_Credits 	root_reason root_reveal root_help 	subj_entity_Cast subj_entity_Directed_by subj_entity_Writing_Credits subj_usage subj_he subj_that subj_scene subj_it 	underRoot_entity_Cast underRoot_entity_Directed_by underRoot_entity_Writing_Credits 
1	Guardians of the Galaxy (2014) 	"According to James Gunn, Star-Lord's ship the Milano is based on a hot rod: ""Its environment is reminiscent of Earth and has a tangible quality - mechanical with chrome and leather and a muscle-car look.""  "	194	204	0.950980392	1	14	2	0	0	3	0	0	1	0	0	entity_Cast entity_Directed_by entity_Character entity_Writing_Credits 	root_base 	subj_milano subj_environment 	underRoot_entity_Cast underRoot_entity_Directed_by underRoot_entity_Writing_Credits 
1	Guardians of the Galaxy (2014) 	"Unlike other Marvel Cinematic Universe films, this one contains very few references to the other titles in the series. Amongst the few that are present are the brief appearance of Thanos (who was teased in the The Avengers (2012) end credit scene), and the Tesseract/Cosmic Cube clearly visible as one of the Infinity Gems the Collector describes.  "	191	197	0.969543147	1	22.8	2	0	0	0	0	2	0	0	0	entity_Character 	root_contain root_appearance 	subj_entity_Character subj_collector subj_that subj_few subj_who 	underRoot_entity_Character underRoot_unlinked_MISC 
1	Guardians of the Galaxy (2014) 	James Gunn's brother Sean Gunn was an acting double for Rocket Raccoon during filming.  	188	207	0.90821256	1	5.6	2	0	0	4	0	0	0	0	0	entity_Cast entity_Directed_by entity_Character entity_Writing_Credits 	root_a 	subj_entity_Cast subj_entity_Directed_by subj_entity_Writing_Credits 	underRoot_entity_Cast underRoot_entity_Directed_by underRoot_entity_Writing_Credits 
1	Guardians of the Galaxy (2014) 	"Seth Green:&nbsp;The voice of Howard the Duck, who appears in the Collector's laboratory in the post-credit scene.  "	188	246	0.764227642	1	6.8	2	0	0	2	0	0	0	0	0	entity_Character 	root_entity_Cast 	subj_who 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	Chris Pratt (Star-Lord) read for the role of Captain James T. Kirk in 'J.J Abrams''s Star Trek (2009) and Zoe Saldana (Gamora) played Nyota Uhura in that film.  	185	425	0.435294118	0	11.2	1	0	0	7	0	1	3	0	0	entity_Cast entity_Directed_by entity_Writing_Credits 	root_read 	subj_entity_Cast subj_role subj_trek 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"When attending the 18th Nantucket Film Festival, Glenn Close stated that she only agreed to star in the film since ""it will then afford me to go do the other kind of movies that I really love"". However, she followed it up by saying; ""And hopefully I will have a great time. It'll be a new experience for me, but practically speaking it will mean that I can do those smaller movies and it'll be okay.""  "	181	216	0.837962963	1	30.4	2	0	1	2	3	0	0	0	0	entity_Cast entity_Character 	root_state root_follow root_experience 	subj_entity_Cast subj_she subj_it subj_i 	underRoot_entity_Cast 
1	Guardians of the Galaxy (2014) 	"This is Howard the Duck's second cinematic appearance, exactly 28 years and one day after Howard the Duck (1986) released. Besides Howard's cameo, the song ""Cherry Bomb"" is heard during the film; Cherry Bomb was the name of Beverly's band in Howard the Duck (1986).  "	180	192	0.9375	1	18	2	0	0	6	0	2	0	0	0	entity_Character 	root_entity_Character root_hear 	subj_this subj_entity_Character subj_song subj_bomb 	underRoot_unlinked_DURATION 
